Product Title,Product Rating,Price,Brand,Shipment Status,Seller Rating,Ship on Time Score,Mall Varification,Delivery Status,Reviews,Specification
"Tecno Spark 10C , 4GB + 4GB Ram 128GB Rom , 6.6 Inches IPS Display 90Hz , 5000 mAh- Fast battery 18W wired",4.5,30499,No Brand,Free Delivery,90,88,Not specified,Free Delivery,mashallah bohat pyara mobile phone hai charj 5.0 zabadat hai,"Tecno Spark 10C detailed specificationsBuildOSAndroid 12 OS UIHIOS 8.6 Dimensions163.9 x 75.5 x 8.5 mm WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE ProcessorCPU1.6 Ghz Octa Core ChipsetUnisoc T606 GPUMali-G57 MP1 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.6 Inches Resolution720 x 1612 Pixels (~267 PPI) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSD Card, (supports up to 256GB) CameraMainDual Camera: 16 MP, (wide), PDAF + 0.08 MP, (depth), Dual LED Flash FeaturesHDR, Panorama, Video (1080p@30fps) Front8 MP, (wide), Dual LED Flash ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0 NFCNo DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted), Proximity Audio3.5mm Audio Jack, MP4/H.264 player, MP3/WAV/FLAC/eAAC+ player, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraGlass front, Plastic frame, Plastic back, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast battery 18W wired
Tecno Spark 10C detailed specifications
Build OS Android 12 OS  
UI HIOS 8.6  
Dimensions 163.9 x 75.5 x 8.5 mm  
Weight N/A  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Black, Blue, Green  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 2100  
4G Band LTE  
Processor CPU 1.6 Ghz Octa Core  
Chipset Unisoc T606  
GPU Mali-G57 MP1  
Display Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  
Size 6.6 Inches  "
Samsung Galaxy Z Flip 4 - 8 GB RAM - 256 GB ROM - 1 Year Brand Warranty - PTA APPROVED,4.8,199999,No Brand,Standard Delivery,93,100,Not specified,Standard Delivery,Looks Like Repacked Andr dust thi side waly protectors bhi khrb thy,"PTA APPROVED
1 Year Officail Warranty
HyperFast 5G
8GB RAM LPDDR5, 512GB ROM
Snapdragon 8+ Gen 1 (4nm)
3700 mAh Intelligent Battery
Super-Fast charging 25W
Side Finger Sensor
Secured by Knox
Dual Rear Camera: 12MP (Super Ultra-Wide Angel) +12MP (Low light Camera) With OIS and Dual Pixel
Front Camera: 10MP
Cover Screen: 1.9"" sAMOLED
Main Screen: 6.7"" Dynamic AMOLED 2x Infinity Flex display"
"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging",4.7,29999,No Brand,Free Delivery,95,84,Not specified,Free Delivery,received Original Product of Redme... Seller Response Very Good and Early. Satisfied 👍,"ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps)
Display: 6.71"" Dot Drop display
Resolution: 1650 × 720 HD+
Processor: MediaTek Helio G85 12nm chipset, octa-core CPU: up to 2.0GHz
Rear Camera: 50MP main camera, f/1.8
Front Camera: 5MP front camera, f/2.2
Security & Authentication: Rear fingerprint sensor + AI Face unlock
Network & Connectivity: Dual SIM + MicroSD
Navigation & Positioning: GPS | Glonass | Galileo | Beidou
Audio: 3.5mm headphone jack
Sensor: Virtual Proximity | Accelerometer
Operating System: MIUI 13 based on Android 12"
Xiaomi Redmi Note 12 || 8GB Ram 128GB Rom || 5000mAh Battery 33W Fast Charger,4.8,50399,No Brand,Free Delivery,91,85,Not specified,Free Delivery,"Assalam u Alaikum Received before due date original product,packing was a little poor , but seller is coprative.It was my first purchase on installment happy to get it on 0% Mark up","eneral FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo
eneral Features
Release Date 2023-05-10
SIM Support Hybrid Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 165.66 x 75.96 x 7.85 mm
Phone Weight 183.5g
Operating System MIUI 14 based on Android 13
Display
Screen Size 6.67 inches
Screen Resolution 1080 x 2400 pixels
Screen Type AMOLED Capacitive Touchscreen, Multitouch
Screen Protection Corning Gorilla Glass 3
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSDXC (uses shared SIM slot)
Performance
Processor Qualcomm Snapdragon 685 (6nm)
GPU Adreno 610
Battery
Type Li-Po 5000 mAh, non-removable
Camera
Front Camera 13 MP
Front Flash Light No
Front Video Recording 1080p@30fps
Back Flash Light Yes
Back Camera 50 MP + 8 MP + 2 MP
Back Video Recording 1080p@30fps
Connectivity"
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000 mAh- Fast charging 45W",4.8,43799,No Brand,Free Delivery,94,100,Not specified,Free Delivery,tnx to khanawal mobile 📲 achi device hai ab use karloon ga to phir ik reviews do ga,"ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)
Processor CPU Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55)  
Chipset Mediatek MT8781 Helio G99 (6nm)  
GPU Mali-G57 MC2  
Display Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  
Size 6.78 Inches  
Resolution 1080 x 2460 Pixels (~396 PPI)  
Extra Features 120Hz, 580 nits (peak)  
Memory Built-in 256GB Built-in, 8GB RAM, UFS  
Card microSDXC (dedicated slot)  
Camera Main Triple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash  
Features Phase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps)  
Front 16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)  
Specifications of Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000 mAh- Fast charging 45W
Brand No Brand SKU 428380458_PK-2094154954 Protection Corning Gorilla Glass 1 Year 2020 Number Of Cameras 3
What’s in the box 1 Charging Adopter + 1 Data Cable + Mobile Set + 1 User Manual"
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",4.4,26450,No Brand,Free Delivery,85,72,Not specified,Free Delivery,Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.,"1 Year Brand Warranty
Display : 6.71"" Inch IPS LCD, 500 nits
OS : Android 12
Memory : 4GB RAM , 64GB & 128GB ROM
Processor : Octa-Core, MediaTek Helio G85
Main Camera : 50 MP + 0.08 MP
Front Camera : 5 MP
Side-Mounted FingerPrint and FaceUnlock
Battery : 5000 mAh, non-removable
10W Fast Charging
PTA Approved"
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,4.5,29999,No Brand,Standard Delivery,93,100,Not specified,Standard Delivery,Mashallah 11.11 Sale Received safe packed PTA approved Dilivered in time response excellent Great Quality Satisfied original item received thanks seller and Daraz 👍👍😁😊,"General FeaturesRelease Date2022-02-28SIM SupportSingle SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.4 x 76.3 x 9.1 mmPhone Weight192 gOperating SystemAndroid 12, One UI Core 4.1DisplayScreen Size6.5 inchesScreen Resolution720 x 1600 pixelsScreen TypePLS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory64GBRAM4/GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessor2.35 Ghz Octa CoreBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCNo"
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",4.7,49999,Tecno,Free Delivery,94,100,Daraz Mall Verified,Free Delivery,Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.,"8GB/256GB 64 MP Back Camera - 32 MP Front Camera5000 mAH- Battery6.67"" DisplaySlim Design (Camon Puzzle)Fingerprint on Display
8GB/256GB 
64 MP Back Camera - 32 MP Front Camera
5000 mAH- Battery
6.67"" Display
Slim Design (Camon Puzzle)
Fingerprint on Display
Specifications of Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""
Brand Tecno SKU 428102257_PK-2035159540 Protection Not Specified Year Not Specified Number Of Cameras Not Specified
What’s in the box 1 x Phone, 1 x Charger"
Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,4.7,39999,No Brand,Standard Delivery,93,100,Not specified,Standard Delivery,"i loved the phone, its orignal n sealed brand new phone. Thank you seller.","Official PTA Approved
1 Year official Warranty
Ram 4Gb
Storage 128Gb
6.5” HD+ Display with 90 Hz Fast Refresh Rate
Rear Cam: 50MP Main + 2MP Depth + 2MP Macro
Side-mounted Fingerprint Sensor
Large Expandable Storage (up to 1TB)
15-Watt Adaptive Fast Charging with C-Type port"
itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,4.5,22749,itel,Free Delivery,88,100,Daraz Mall Verified,Free Delivery,"Very disappointing. This phone is not 8 GB RAM as claimed. This is a 4GB + 4 GB expendable. The add should clearly state that truth. Also, it has a slow processor. an iPhone user will find it very slow. it is large screen phone. The back camera quality is good in day light but not very good in low light. Overall it is okay for the price it is being sold at. But the ad should clearly state the figures to avoid any disappointments.","6.6″ HD+ Display
5000mAh Battery
8GB RAM* +128GB ROM
8MP Dual Rear Camera
Dual Security
The itel A60s is a mobile phone with a 6.6"" HD+ display that provides a clear and vivid visual experience. With 8GB RAM and 128GB ROM, you can store all your important files and documents without worrying about running out of space. The phone is equipped with a 5000mAh battery that ensures long-lasting usage. The 8MP dual rear camera allows you to capture stunning photos and videos. The phone also features dual security for added protection. Overall, the itel A60s is a reliable and efficient mobile phone that is perfect for everyday use."
Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,4.7,45496,No Brand,Standard Delivery,95,100,Not specified,Standard Delivery,"#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface.","Android 13
G85 Octa-Core
GSM
GPRS
FULL EDGE
WCDMA
HSPA+
TDD LTE
FDD LTE
AMOLED with Fingerprint on Display (6.67"")
1080*2400
Front Camera: 32MP Dual Flash
Rear Camera: 64MP /2MP/ AI CAM/ Quad Flash(Ring-Flash)
256GB ROM
8GB+8GB Extended RAM
GPS
WiFi
FM
OTG
2G
3G
4G
G-Sensor
Ambient Light and Distance Sensor
Electronic compass
Fingerprint Sensor
33W（Defult 18W Charger)
5000mAh"
"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",4.2,37999,No Brand,Free Delivery,0,100,Not specified,Free Delivery,برانڈ اوریجنل تھا پی ٹی اے اپروول تھا نان ایکٹو تھا میں نے خود ایکٹو کیا دراز کا سیلر تھینک یو ڈبے پہ پی ٹی اے اپروول نہیں لکھا اور وارنٹی کارڈ بھی نہیں ہے جب نیٹ پہ چیک کیا وارنٹی سٹارٹ وی اسی دن ہوئی جب ایکٹو کیا میں نے ان لائن وارنٹی موجود ہے پورے ایک سال کی اور پی ٹی اے پہ جب چیک کیا تو پی ٹی اے اپروول بھی ہے بٹ کارڈ نہیں ہے,"• Infinix Hot 30 with 6.78"" display.• 5000 mAh battery for long-lasting use.• 8GB RAM and 128GB storage capacity.• Runs on Android 13 operating system.
The Infinix Hot 30 is a mobile phone with a large 6.78"" display, perfect for streaming videos and browsing the web. It has a powerful 5000 mAh battery that will last all day, and runs on the latest Android 13 operating system. With 8GB of RAM and 128GB of storage, you'll have plenty of space for all your apps and files. This phone is perfect for anyone looking for a reliable and high-performing device.
Specifications of Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery
Brand No Brand SKU 436825331_PK-2101354359 Protection Not Specified Year 2020 Number Of Cameras Not Specified
What’s in the box 1 x Phone , 1 x Charger"
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,4.8,50699,No Brand,Free Delivery,90,88,Not specified,Free Delivery,Deliver on time good product 👍,"Xiaomi Redmi Note 12 detailed specificationsBuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53) ChipsetQualcomm SM6225 Snapdragon 685 (6 nm) GPUAdreno 610 DisplayTechnologyAMOLED Capacitive Touchscreen, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) ProtectionCorning Gorilla Glass 3 Extra Features120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak) MemoryBuilt-in128GB Built-in, 8GB RAM, UFS 2.2 CardNo CameraMainTriple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps) Front13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.0 with A2DP, LE GPSYes + GPS, GLONASS RadioFM Radio (Unspecified) USBUSB Type-C 2.0, OTG NFCNo InfraredYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted), Gyro, Proximity Audio3.5mm Audio Jack, 24-bit/192kHz audio, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraIP53, dust and splash resistant, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 33W wired
Xiaomi Redmi Note 12 detailed specifications
Build OS Android 13 OS  
UI MIUI 14  
Dimensions 165.7 x 76 x 7.9 mm  
Weight 183 g  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Onyx Gray, Mint Green, Ice Blue  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500)  "
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,4.9,28999,No Brand,Free Delivery,94,92,Not specified,Free Delivery,"well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks","BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBmicroUSB 2.0 NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Fingerprint (rear mounted), Proximity Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraNFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Battery charging 10W wired
Build OS Android 12 OS  
UI MIU1 13  
Dimensions 168.8 x 76.4 x 8.8 mm  
Weight 192 g  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Black, Blue, Mint, Violet  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)  
Processor CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  
Chipset Mediatek MT6769Z Helio G85 (12nm)  
GPU Mali-G52 MC2  "
Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,4.9,50999,No Brand,Free Delivery,94,100,Not specified,Free Delivery,"Fast Delivery, Responsible Seller, Phone is working fine, box arrived in one piece thanks","BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM)ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53) ChipsetQualcomm SM6225 Snapdragon 685 (6 nm) GPUAdreno 610 DisplayTechnologyAMOLED Capacitive Touchscreen, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) ProtectionCorning Gorilla Glass 3 Extra Features120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak) MemoryBuilt-in128GB Built-in, 8GB RAM, UFS 2.2 CardNo CameraMainTriple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps) Front13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.0 with A2DP, LE GPSYes + GPS, GLONASS RadioFM Radio (Unspecified) USBUSB Type-C 2.0, OTG NFCNo InfraredYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted), Gyro, Proximity Audio3.5mm Audio Jack, 24-bit/192kHz audio, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraIP53, dust and splash resistant, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 33W wired
Build OS Android 13 OS  
UI MIUI 14  
Dimensions 165.7 x 76 x 7.9 mm  
Weight 183 g  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Onyx Gray, Mint Green, Ice Blue  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  "
"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable",4.8,44999,No Brand,Free Delivery,95,93,Not specified,Free Delivery,I received my product before Delievery date Thr phone was box packed I recommend this seller for Phone Buying I am truly satisfied with the seller,"BuildOSAndroid 13 OS UIXOS Dimensions168.6 x 76.6 x 8.6 mm Weight219 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsObsidian Black, Interstellar Blue, Sunset Gold Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0, OTG NFCYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity Audio3.5mm Audio Jack, Dual Speaker, Tuned by JBL BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraNFC, (market/region dependent) Glass front, plastic frame, glass or leather back, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 45W wired

Build OS Android 13 OS  
UI XOS  
Dimensions 168.6 x 76.6 x 8.6 mm  
Weight 219 g  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Obsidian Black, Interstellar Blue, Sunset Gold  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)  
Processor CPU Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55)  
Chipset Mediatek MT8781 Helio G99 (6nm)  "
